,Filename,precision,recall,f_measure,cosine_sim,binary_crossentropy,euclidean_distance,binary_accuracy,soft_accuracy,accum_energy,roc_auc_measure,average_precision_score,Precision,Recall,Accuracy,Substitution Error,Miss Error,False Alarm Error,Total Error,Chroma Precision,Chroma Recall,Chroma Accuracy,Chroma Substitution Error,Chroma Miss Error,Chroma False Alarm Error,Chroma Total Error
0,Schubert_D911-17_HU33.npy,0.31427995701235895,0.5123366669099935,0.38958119397185753,0.5531028342605693,0.5659798809232807,1.70849589412773,0.9282676477111137,0.9052942417189955,0.4549560102143523,0.9083408174943939,0.3240930512904223,0.31427995701235895,0.5123366669099935,0.24191296854803965,0.2734506168333455,0.21421271625666108,0.844404701073071,1.3320680341630775,0.37712699265627797,0.6147894006861815,0.3050454561918215,0.17099788305715746,0.21421271625666108,0.844404701073071,1.2296153003868895
1,Schubert_D911-23_SC06.npy,0.3713520820632438,0.5002499464400486,0.42626991009082205,0.5363753550548933,0.5082411358633552,1.765651007588963,0.9318245910885504,0.9094911672065991,0.41463839187676393,0.9107201989994089,0.37085306272609914,0.3713520820632438,0.5002499464400486,0.2708659590510991,0.3666000142826537,0.1331500392772977,0.4802542312361637,0.9800042847961151,0.5454449068306518,0.7347711204741841,0.45571918945853174,0.13207884024851818,0.1331500392772977,0.4802542312361637,0.7454831107619796
2,Schubert_D911-20_HU33.npy,0.426342640196156,0.5676486849379986,0.486951611992547,0.6198863620699566,0.4184187477441857,1.602615465594218,0.9396447738987194,0.9141760781574924,0.4980489314231726,0.9281879716196518,0.45373324806537263,0.426342640196156,0.5676486849379986,0.32183479117532915,0.25585130189821764,0.1765000131637838,0.507937761630203,0.9402890766922044,0.5091157162065966,0.6778558828949793,0.40993185581454594,0.14564410394123686,0.1765000131637838,0.507937761630203,0.8300818787352237
3,Schubert_D911-23_HU33.npy,0.34950035443964234,0.5212824010914052,0.4184473860727437,0.5561504344194899,0.576546726822559,1.7795517406701673,0.9275755901968005,0.9043402600566675,0.4130483535759045,0.9178973241542179,0.34538431394904867,0.34950035443964234,0.5212824010914052,0.26458012359997923,0.29959072305593454,0.1791268758526603,0.6706343792633015,1.1493519781718964,0.44368983101232534,0.6617667121418827,0.3616723829406502,0.15910641200545703,0.1791268758526603,0.6706343792633015,1.0088676671214187
4,Schubert_D911-21_HU33.npy,0.501622187336473,0.5518456259930458,0.5255367206859499,0.6574328973396877,0.3839958127611878,1.676906124646114,0.936916133095413,0.9112386852456065,0.44888162163322226,0.9341046477598607,0.5182397957571165,0.501622187336473,0.5518456259930458,0.3564257774737124,0.19791834572961522,0.250236028277339,0.350358072167085,0.7985124461740392,0.5554997383568813,0.6111175075413913,0.4104201784637273,0.13864646418126972,0.250236028277339,0.350358072167085,0.7392405646256937
5,Schubert_D911-17_SC06.npy,0.3162811837188163,0.4844336156553351,0.382701150303234,0.5210540876585413,0.591075341809993,1.7280674117385526,0.9316066157554094,0.9047559684418006,0.4106762066526389,0.8949619731048652,0.30400615386125096,0.3162811837188163,0.4844336156553351,0.23662982903560972,0.32242719573036316,0.19313918861430174,0.7247940596356885,1.2403604439803535,0.3937228562771437,0.6030475306493406,0.312685489692789,0.20381328073635765,0.19313918861430174,0.7247940596356885,1.121746528986348
6,Schubert_D911-22_SC06.npy,0.5387582195245321,0.5871692392502756,0.5619229754682141,0.6576180105747138,0.35513246911343005,1.6225721917471922,0.942604112666321,0.9083161399697692,0.5115475640232313,0.9400103015790804,0.5591294790645023,0.5387582195245321,0.5871692392502756,0.3907460907048195,0.20183296582138918,0.21099779492833518,0.3008544652701213,0.7136852260198456,0.6164011127971675,0.6717888643880926,0.4737353612906361,0.11721334068357221,0.21099779492833518,0.3008544652701213,0.6290656008820287
7,Schubert_D911-24_HU33.npy,0.38321329639889196,0.47528086027416083,0.4243102734369009,0.5470826647775511,0.5254884719815769,1.7086024701146885,0.9356406616467103,0.9128236720094361,0.42872427652118655,0.9204550747486637,0.36758458633356494,0.38321329639889196,0.47528086027416083,0.2692854223035447,0.2629264438107672,0.261792695915072,0.5020441818119352,1.0267633215377745,0.4726869806094183,0.5862507300649328,0.3544440520948009,0.15195657401999518,0.261792695915072,0.5020441818119352,0.9157934517470024
8,Schubert_D911-24_SC06.npy,0.4562608304986843,0.43924742809478207,0.44759251389085647,0.5159421879768535,0.4739035023740583,1.696369277596568,0.9455384854127871,0.9167847387639925,0.3900845210633968,0.8840747793916961,0.3842425781048915,0.4562608304986843,0.43924742809478207,0.2883215379311743,0.31400413976335384,0.24674843214186412,0.20945966820105658,0.7702122401062745,0.6517232526795456,0.6274212981556427,0.46987645180695015,0.1258302697024931,0.24674843214186412,0.20945966820105658,0.5820383700454138
9,Schubert_D911-21_SC06.npy,0.5740541334246978,0.4916579333473066,0.5296707763175722,0.6419755752344889,0.3576679833637113,1.6593672788031646,0.9439791505293055,0.9175353704271834,0.4307091090385377,0.9376796857900477,0.5463458370001121,0.5740541334246978,0.4916579333473066,0.3602395761345312,0.1974219241249214,0.31092014252777195,0.16738629218193252,0.6757283588346259,0.6403504478488571,0.548438482498428,0.41928660705701376,0.14064137497380005,0.31092014252777195,0.16738629218193252,0.6189478096835045
