,Filename,precision,recall,f_measure,cosine_sim,binary_crossentropy,euclidean_distance,binary_accuracy,soft_accuracy,accum_energy,roc_auc_measure,average_precision_score,Precision,Recall,Accuracy,Substitution Error,Miss Error,False Alarm Error,Total Error,Chroma Precision,Chroma Recall,Chroma Accuracy,Chroma Substitution Error,Chroma Miss Error,Chroma False Alarm Error,Chroma Total Error
0,Schubert_D911-17_HU33.npy,0.4860630144762986,0.6250091247536317,0.5468480551829852,0.6087590752264316,0.20603718581833966,1.5167342160396733,0.9537200109584753,0.8883909056112699,0.4755400663117804,0.9590452802993888,0.5248839976869831,0.4860630144762986,0.6250091247536317,0.3763185654008439,0.22450543835316447,0.15048543689320387,0.436345718665596,0.8113365939119643,0.5433721260289526,0.6987006350828527,0.4402207657813039,0.15081392802394336,0.15048543689320387,0.436345718665596,0.7376450835827433
1,Schubert_D911-23_SC06.npy,0.4506747511603574,0.5998000428479612,0.5146524916129229,0.5926419677993344,0.21614593100847873,1.6379319315146879,0.9427252809232505,0.8894634963682824,0.4592581462928834,0.9364601361655505,0.5076641669327865,0.4506747511603574,0.5998000428479612,0.34648625234628,0.34885381703920587,0.051346140112832964,0.38223952010283513,0.782439477254874,0.6072492152496445,0.8081839605798757,0.5307538984640637,0.14046989930729128,0.051346140112832964,0.38223952010283513,0.5740555595229594
2,Schubert_D911-20_HU33.npy,0.6364250337685727,0.6698523023457863,0.6527109708700504,0.66368659317078,0.1955215471126247,1.4494915196569969,0.9640323609118444,0.8933842718863515,0.5139952814169769,0.9642030186337045,0.6362508921120902,0.6364250337685727,0.6698523023457863,0.4844624700102822,0.2085669904957481,0.12158070715846563,0.17410420451254507,0.5042519021667589,0.6969333133223273,0.7335386883605823,0.5561388450867283,0.144880604480952,0.12158070715846563,0.17410420451254507,0.4405655161519627
3,Schubert_D911-23_HU33.npy,0.5180497440029108,0.6798431105047749,0.5880201188843164,0.6523571326301814,0.20413272448297318,1.529842114132459,0.9523836313298693,0.8917097587018905,0.4932668709536705,0.959560117762011,0.5818646906127923,0.5180497440029108,0.6798431105047749,0.4164507772020725,0.23826739427012278,0.08188949522510232,0.3942019099590723,0.7143587994542974,0.5720300439223432,0.7506821282401092,0.48070412999322953,0.16742837653478854,0.08188949522510232,0.3942019099590723,0.6435197817189632
4,Schubert_D911-21_HU33.npy,0.7258838019864252,0.6378290003914615,0.6790135562473953,0.7227719970957116,0.19619953511484925,1.4879264651289446,0.9618219563113024,0.8944365614828728,0.4696012793452989,0.9721927682903102,0.7394565704383121,0.7258838019864252,0.6378290003914615,0.5140200790543173,0.14880143689409814,0.21336956271444033,0.09206254173670758,0.4542335413452461,0.7602138420818155,0.667994565592834,0.5517431576544877,0.11863587169272573,0.21336956271444033,0.09206254173670758,0.42406797614387365
5,Schubert_D911-17_SC06.npy,0.4716241499123927,0.6141857137332251,0.5335461112044347,0.5793959771321169,0.21706286438023772,1.5652763511345262,0.9530018685514664,0.8826293776416684,0.44698201005071986,0.9436684559414171,0.4874492366844809,0.4716241499123927,0.6141857137332251,0.36383422300625445,0.27911203929303474,0.10670224697374019,0.40898016011138183,0.7947944463781568,0.5559944168918718,0.7240592489461267,0.45878259164869634,0.16923850408013305,0.10670224697374019,0.40898016011138183,0.6849209111652551
6,Schubert_D911-22_SC06.npy,0.6905207134637514,0.661590407938258,0.6757460585585585,0.6609819152086238,0.21593529659812472,1.5588174811439213,0.9601952652496976,0.8815617991106031,0.5003183640502052,0.9711575384688294,0.7010818339275776,0.6905207134637514,0.661590407938258,0.510284347595004,0.15552646085997796,0.18288313120176405,0.14098676957001102,0.47939636163175303,0.7635212888377445,0.7315325248070562,0.5964044943820225,0.08558434399117971,0.18288313120176405,0.14098676957001102,0.4094542447629548
7,Schubert_D911-24_HU33.npy,0.5553760726905603,0.5669770158381146,0.5611165890313148,0.6111700314623677,0.20296420894055642,1.5275377248930753,0.9557393463084118,0.8929463791574793,0.47844881313518967,0.9636638586293541,0.5542465874526311,0.5553760726905603,0.5669770158381146,0.3899666816323637,0.24506132545435805,0.1879616587075274,0.20885010478579036,0.6418730889476758,0.6387682988389702,0.6521111760057718,0.47641876458924226,0.15992716528670078,0.1879616587075274,0.20885010478579036,0.5567389287800185
8,Schubert_D911-24_SC06.npy,0.5624134458013345,0.5520405326083598,0.557178715642101,0.5938965136452137,0.20398864200823857,1.5518188223302345,0.955923339540658,0.897673156216251,0.44965632695200364,0.9399523644344303,0.5199714623265144,0.5624134458013345,0.5520405326083598,0.3861730636237898,0.27325527510890046,0.17470419228273965,0.15626061972875283,0.604220087120393,0.7338537076671283,0.7203188235657574,0.5711206368646663,0.10497698415150299,0.17470419228273965,0.15626061972875283,0.43594179616299544
9,Schubert_D911-21_SC06.npy,0.7373783491529496,0.6431775309159505,0.6870640917996081,0.7135969446796411,0.19890179774849845,1.5053701884277573,0.962409361821155,0.8926325078747909,0.47123583045231393,0.9706108047603379,0.7448691734774058,0.7373783491529496,0.6431775309159505,0.5233036034038779,0.13588346258645986,0.2209390064975896,0.09318801089918256,0.450010479983232,0.7772678120869879,0.6779710752462796,0.567682830516506,0.10108991825613078,0.2209390064975896,0.09318801089918256,0.41521693565290296
